LGAATL,33053
ATLLGA,33045
DCAATL,30870
ATLDCA,29935
LGABOS,28975
BOSLGA,28974
LGADCA,27892
DCALGA,27885
ATLMCO,27719
MCOATL,27500
TPAATL,24712
ATLTPA,24705
ATLBOS,24587
LAXATL,24212
FLLATL,23977
ATLFLL,23973
ATLDFW,23934
BOSATL,23086
DFWATL,23045
ATLLAX,23004
ATLPHL,22679
PHLATL,22676
EWRATL,22603
ATLEWR,22600
ATLBWI,22342
BWIATL,21584
ATLRDU,20987
ATLJAX,20911
ATLMIA,20821
MIAATL,20736
JAXATL,20397
RDUATL,20228
ATLORD,19745
ORDATL,18703
SAVATL,18492
ATLSAV,18488
PBIATL,18478
ATLPBI,18272
MSYATL,18172
IADATL,18101
ATLIAD,18082
ATLMSY,18081
SLCATL,17788
ATLMCI,17691
LASATL,17531
ATLDEN,17434
MCIATL,17317
ATLLAS,17306
ATLSLC,17274
CVGATL,17256
RSWATL,17148
ATLRSW,17145
DENATL,16291
ATLCLT,15124
CLTATL,15123
BHMATL,14595
ATLBHM,14593
BDLATL,14449
ATLBDL,14439
CHSATL,14400
ATLCHS,14393
ATLCVG,14372
ATLSFO,14353
SLCLAX,14013
SFOATL,13805
ATLORF,13545
ORFATL,13544
RICATL,13455
ATLRIC,13451
ATLPNS,13368
PNSATL,13368
PITATL,13368
ATLPIT,13279
MEMATL,13121
ATLMEM,13118
SANATL,13048
DTWATL,12879
ATLDTW,12879
LAXSLC,12776
ATLBNA,12593
BNAATL,12589
GSOATL,12469
ATLGSO,12459
PHXATL,12389
ATLSAN,12309
ATLPHX,12309
CVGSLC,12275
SLCCVG,12241
ATLIND,12240
INDATL,12238
SATATL,12155
ATLSAT,12148
SEAATL,12041
MSPATL,11564
SRQATL,11289
ATLSRQ,11287
ATLCMH,11058
ATLSEA,10984
ATLMSP,10921
JFKLAX,10833
LAXJFK,10831
ATLSTL,10666
ATLIAH,10657
IAHATL,10656
STLATL,10581
SLCSEA,10032
JFKFLL,9819
FLLJFK,9801
MCOJFK,9795
JFKMCO,9794
DAYATL,9692
ATLDAY,9690
ATLSDF,9677
SLCLAS,9657
BOSCVG,9567
SEASLC,9515
LASSLC,9434
SDFATL,9376
ATLTLH,9306
TLHATL,9300
ATLDAB,9230
DABATL,9226
CVGLGA,9077
CVGLAX,8979
ATLAUS,8961
LAXCVG,8961
CMHATL,8936
LGACVG,8874
AUSATL,8749
MCOLGA,8559
ATLSNA,8525
SNAATL,8513
ATLSJU,8465
SJUATL,8459
LGAMCO,8346
LGAFLL,8343
CVGMCO,8283
MCOCVG,8279
CVGBOS,8204
FLLLGA,8130
CLEATL,8099
MCOBOS,8058
BOSMCO,8056
SLCSAN,8050
JFKATL,8049
SANSLC,8048
SLCSNA,7804
SNASLC,7794
DFWSLC,7734
GSPATL,7643
ATLGSP,7640
CVGLAS,7579
LASCVG,7579
ATLJAN,7560
JANATL,7559
ATLJFK,7480
DENSLC,7454
CVGDCA,7419
TPACVG,7326
CVGTPA,7321
ATLCLE,7223
SLCDFW,7162
LGAPBI,7154
PDXATL,7040
BOSFLL,6969
FLLBOS,6965
PBILGA,6922
ABQATL,6825
ATLABQ,6817
SLCPDX,6807
ATLHOU,6686
HOUATL,6680
DCACVG,6634
PVDATL,6631
ATLPVD,6627
MLBATL,6576
ATLMLB,6576
TYSATL,6570
ATLTYS,6568
ATLPDX,6516
CVGDEN,6486
DENCVG,6471
PDXSLC,6437
SFOJFK,6394
ATLLIT,6342
LITATL,6342
JFKTPA,6332
TPAJFK,6331
ATLMOB,6314
MOBATL,6312
SLCDEN,6204
CVGBDL,6181
BDLCVG,6174
MKEATL,6083
ATLMKE,6080
HSVATL,6073
ATLHSV,6070
CMHCVG,6062
SFOCVG,6041
CVGSFO,6034
SLCORD,5989
ORDSLC,5975
CVGSEA,5874
JFKSLC,5874
SLCJFK,5859
VPSATL,5845
ATLVPS,5845
JFKSFO,5837
MCOBDL,5669
BDLMCO,5668
CAEATL,5594
ATLCAE,5594
ORDCVG,5552
SEACVG,5508
SMFSLC,5486
SLCSMF,5486
BOSTPA,5486
TPABOS,5485
CVGPHX,5422
ATLSMF,5359
SMFATL,5357
ATLONT,5329
ONTATL,5321
PHXCVG,5129
SLCSFO,5064
SFOSLC,5064
TPALGA,5029
LGATPA,5028
ALBATL,4814
BWICVG,4812
ATLALB,4804
ATLSJC,4751
SJCATL,4746
ATLTUS,4723
TUSATL,4722
ATLBUF,4573
BUFATL,4571
PHXSLC,4540
CVGDFW,4499
CVGORD,4493
BOSPBI,4455
